model,image_id,store_name_tp,store_name_fp,store_name_fn,store_address_tp,store_address_fp,store_address_fn,telephone_tp,telephone_fp,telephone_fn,date_tp,date_fp,date_fn,time_tp,time_fp,time_fn,prod_item_tp,prod_item_fp,prod_item_fn,prod_quantity_tp,prod_quantity_fp,prod_quantity_fn,prod_price_tp,prod_price_fp,prod_price_fn,subtotal_tp,subtotal_fp,subtotal_fn,tax_tp,tax_fp,tax_fn,tips_tp,tips_fp,tips_fn,total_tp,total_fp,total_fn
granite4,image_files/Image_3/0/b58913780ad34edddef3e6671546fe96d0d5e104.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_3/0/c62899025130c58c5feae16834d7f3f4f11701ee.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_30/14/80a1a6edfd8c9156f0306aa000bfa0230aee160e.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_30/14/8bbd8df678ce0059ab0ae826aee908ace08d161b.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,4,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0
granite4,image_files/Image_30/14/8cadfeaea2270b669b9b497e90d1bded5439e0de.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,1,4,1,6,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_30/14/917a6b46f8c0e4d6b774d7c0544ffb56e15b1abd.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_30/14/91ba8386123b1e8ffec9833dd077c22c3ccb89e1.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,9,9,0,0,9,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_30/14/955e0c716ca6f27326ace43682f5ca33ccbf935c.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,7,7,0,0,7,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_30/14/ae55204a3b5d4274798a771580ba2bdb3500dfde.jpeg,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,3,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_31/14/b4d343d98233cd7dd04ec4c5c35253c125838a77.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,2,4,0,6,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_31/14/cbb43e55c2b5eface362af44c3dd1ce0c5967b2b.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,2,2,0,1,2,1,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_31/14/d44773384ca5f1cc0158a03098aa0cde38ca5dc3.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_31/14/dcdfaa460d28153f9e7370bf9712208132b5bbdf.jpeg,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,0,11,3,9,2,13,0,1,0,1,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_31/14/e40d1384e2ba74d6bd165bf2a1a59dfbe6fd8e3c.jpeg,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_32/15/024c85790df155cd055da74579dab8fe5126db32.jpeg,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,7,0,10,0,10,0,0,1,0,0,0,1,0,0,1,0,0,1,0
granite4,image_files/Image_32/15/0b68821f16ae341370f9edc7a11151cbf6ed4f4a.jpeg,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
granite4,image_files/Image_32/15/0f5df5d296cb9c9a88486b513d2c4e66001faa6e.jpeg,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,4,4,0,0,0,0,4,0,1,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_32/15/2064.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_32/15/2286.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_32/15/2525.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_33/15/3058eec22f6806a20033928bb6d5e5e5c0f1908a.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,3,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_33/15/344eec2139642f7220ce55dd6eef322c2db4d86e.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,11,0,0,11,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_33/15/4741004b153a771dcc3a6f01c663916294310a08.jpeg,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,4,0,4,0,0,0,1,1,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_33/15/4f449bf99b3d1a2fd7b7a276236584986117f796.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
granite4,image_files/Image_33/15/505070bbf09c552b18754211553627e030d22ae7.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_33/15/51c1166aa89eaafe85ed195c3baabaf2a0de8108.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,1
granite4,image_files/Image_33/15/575a5c7429ef7312641401e48791bb8d51797721.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,2,6,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_34/15/65e1cf5bf5495b0f7477a4561bf0c33994aad8ad.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,7,7,0,0,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_34/15/84dd424c75815a06f310648940536c08b2de8f79.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_34/15/861d974a982e84afc9098d441a2415746c124f6b.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,5,0,5,0,2,0,3,0,1,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_34/15/8d7179bcb278dc14b5f057303fe21b9867a40bad.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,8,7,1,0,4,1,3,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_35/15/a12cb4db41648846cfdac65a6f711636fcdad610.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,15,0,11,4,2,7,6,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_35/15/d7582a2de64ddc3e2b3d7b669b83850fe2e4861b.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,2,0,0,0,3,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_36/15/da56378d50aeaa23465b6382588576a00526c6d9.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0
granite4,image_files/Image_36/15/dcd763c440c68ca913df407bb3c07f19a13224ff.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,7,7,0,0,7,0,0,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_36/15/e9bb4a254724a00ec61c998e8e5ad18bb5ce70bd.jpeg,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_36/15/ed463607f40cd4e1ed6d21c71684b0cfd3f1ece5.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,8,4,6,0,3,4,3,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_36/15/f42151afd3d8904ed4a0040c9a87dac82bcc38f4.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,8,8,0,6,5,0,3,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_36/15/f7a60a9b2fc22af4848518aa27fc23c5b26f7be2.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
granite4,image_files/Image_36/15/ff3cfcb0b9f4c10e12d010ef0d14b232f4bcdd50.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,0,2,1,0,2,0,1,1,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_36/15/ffcc8f54f6d52a4a8514a5ab6e9181bf4dd7c021.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_36/16/03dd7bee9110ab404811a8a9a151023677998706.jpeg,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,8,0,7,1,8,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_37/16/1078.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,5,0,0,5,0,0,0,1,1,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_37/16/11bf48348723c0d5a12e1355b1757ece145a39ed.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,8,0,10,0,6,2,2,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_37/16/11c9e22d6ba44af50188f615631bf7c273a13ea3.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_37/16/131c505d6f1c2dec0b3fe6d1d75e8855b1aa2eec.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_37/16/1971.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,10,5,0,4,7,0,0,0,1,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_37/16/19ec332feaa036cc747c2447d39fc2afd638059c.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,2,0,0,0,1,1,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_37/16/2018.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,5,0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,1,1
granite4,image_files/Image_37/16/24400e3ea1a606fd36f5624ac9f0dc519f24a40b.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,10,9,0,0,8,0,1,1,0,0,1,0,0,0,1,1,0,1,1
granite4,image_files/Image_37/16/250299153f044d352717d882dbe83af99b0598da.jpeg,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_38/16/2eacd00485cfeb41ce158c9783195b60acba7531.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_38/16/32c6def6f55ba732dd6f9275478c16ce1d61e70b.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,15,2,10,3,14,1,0,0,1,1,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_38/16/37a7fb7d45e6443352821d03cd0169f313700778.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2,6,0,8,0,6,2,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_38/16/4111.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_38/16/615.jpeg,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,5,6,0,0,5,0,1,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_39/16/62de924d5bad661beca6fc46d0b1d9a262a736ea.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,4,5,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_39/16/698f718b2bf821926caaad1ab9b74eb40dba29ac.jpeg,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,5,5,0,0,5,0,0,0,1,1,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_39/16/781c3816ff9610d68d594041e4dcfa076fac95a6.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,3,0,0,0,0,3,0,1,1,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_39/16/78419673d9e3ed82e854841eae6859f45ac513a6.jpeg,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
granite4,image_files/Image_39/16/80511fa838d95038c23f2fdc7901b25d6be2203b.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,3,0,0,2,0,1,1,0,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_39/16/8626df0903b919e826224b7b5583acf5db412263.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,1,2,1,2,0,2,0,1,1,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_39/16/96dd003c9c732e57a3fe0657f1e51fb685f04f52.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,7,0,0,7,4,2,0,0,1,1,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_4/0/d7732d42528decf2645835b7735add65d21d7611.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,16,0,12,1,16,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_4/0/e4a3117f4d44df4985c77d5d1b1730778a2eab81.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4,2,0,5,1,0,4,2,0,1,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_4/0/e7d1a689a98a34874f53c3c531318665b6a8a6c8.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_4/0/e8c87a50ddbda99a7dd39d4467aa3b50d3b40377.jpeg,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,2,3,0,0,0,0,3,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_40/16/9e403c71abaddd8e4c2328d54bc00496899df768.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,4,4,1,0,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_40/16/a017aba0403cbaecf7f7a55e12b0194bcc9990d1.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_40/16/abe4a99fc868a89ff0f574748d9bc12144eca345.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,5,5,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_40/16/b1feb6ff61e53452a7515fe8f55d8f756cf81cd1.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_40/16/b429d844a01fff1ec2eb0d099f8564e33395dcf3.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,3,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,1
granite4,image_files/Image_40/16/ba4c7f3e98913e0dc79747a06c542351e7b0ca38.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,7,0,1,0,0,0,7,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_40/16/c3a14bd802762cd483897df89d2e4f3abdfa0887.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,5,0,5,0,5,0,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_40/16/c78135ef3a18896af46659abedc254ad1b5500ed.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1
granite4,image_files/Image_41/16/da701a7941640935b59c6d2cfdfc178798108adf.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,7,0,8,0,3,1,4,1,0,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_41/17/0ee0c7051d837a0c66ba7f4d5fe45d0dcb5e6d2e.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,2,0,1,3,0,0,3,0,0,0,1,1,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_42/17/3362036743a6ff98ce65de09973f20b09f481465.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,5,0,6,0,5,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_43/17/3f3cf26e0a8dc3cfcbbc616514e07480b83de2a7.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,11,0,8,3,0,0,11,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_43/17/4094.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_43/17/82f67d28b59867f3dbd08612fce3351e55aba56b.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_43/17/96d516dd4639df54f79bc592c0aecb43357dd68d.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,2,3,0,1,2,0,2,0,1,1,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_44/17/a89f35ebd1efcce9c56e2a6ac54712bfe348da50.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,5,8,0,0,7,0,1,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_44/17/a8b0f02611c7a0a87ac59d5ebf00141566f73020.jpeg,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,3,0,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_44/17/c046099c78028056472cdcd0f221d2920c4a64c0.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,3,1,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_44/17/c09c5b07dacd580a2930d9dbe5ac19f49c6aad63.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,4,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_44/17/c8cfb8b4d248600ed1dc9d7bd8cc2d4f73f87812.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,7,0,0,7,0,0,1,0,0,0,1,0,0,1,0,1,0,0
granite4,image_files/Image_44/17/d06a3ebb8ba3835b633e2189f420fdf0ce55b44d.jpeg,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_45/18/08837c5b4993ebd86c061eb00be19c005fa487a6.jpeg,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,10,6,0,0,5,0,1,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_45/18/0a42eb918f7d91dcda3975cd9f1b2a31430bcc75.jpeg,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,5,4,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_45/18/11a34f2628528d2ee10d23a7b9a33a536821f880.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_45/18/11aec2e0340534c7e4faa50d9ce8505619a18196.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,5,5,0,0,4,0,1,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_45/18/1425.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_45/18/1721.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_45/18/1e7f40efbd0c2fb2c418b986ff0f3ff28922ddad.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_46/18/2293539f2b7df2a213d7fec6426732167006ebf4.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_46/18/23bdf3141a5531d18ea9a4be14f3e002ce6f02c5.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,9,11,0,1,6,0,6,0,1,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_46/18/28afe51ca2e498e4a2fc1de59874231e0cc448ab.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,14,0,14,0,14,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_46/18/2918.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,3,0,0,3,0,0,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_46/18/369b3314ed3fb47ff4c41ed2736e925113959be8.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,5,1,2,6,2,0,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_46/18/41e91001274c169936ec0f3b1efcc640291e311f.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_47/18/46d65aed5ae6d58fe03da9c8ca9da66feb1ac994.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_47/18/5326bd45e6b9ee953f4265f54ff48108bfd37b40.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_47/18/55f5417f2fa9902f9c7b69510372c09c22d70de6.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_47/18/565131355216578dd63083b0b93eacd70895b9e3.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,3,1,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_47/18/65a4ed47a1e9a4586853579c597d2d0d531e6813.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_47/18/67c9efbc3e06389acb333ff9e58ccdcbdf864c5b.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,4,4,2,1,3,2,2,0,1,0,0,1,0,1,0,0,0,1,0
granite4,image_files/Image_47/18/785.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2,0,2,3,0,0,2,0,2,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_47/18/7adc1a0a90defd6fcd9f540a2805439b99ca33c5.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,1,0,4,2,0,4,0,1,1,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_48/18/880c5509187f5822380d089052c598e2844519bc.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_48/18/887ce47e5f762709b52e5b44f182732fae038240.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,2,0,4,0,0,1,3,0,1,1,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_48/18/98fb02bf56d4221681d5faf89b3ab57395b22e36.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,25,27,0,0,27,0,0,0,1,0,0,1,0,0,1,0,1,0,0
granite4,image_files/Image_48/18/9fe91f986d372f7bc15d100121fbeb3c0b907d64.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,1,0,0,6,0,5,1,0,0,1,1,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_48/18/db4bd9e297b688294dcc91bffba80580ac32d2b8.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,9,0,9,0,9,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_49/19/018af7323503309c0b84d729a28f32df63e396e9.jpeg,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,7,7,0,0,0,0,8,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_49/19/1085.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,9,1,0,10,0,8,0,2,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_49/19/108d6ed792cc82cb5246d519159d79040e0fd391.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,5,0,3,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_49/19/1870ec2299732e04db5476c47bd62de41015359c.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,1
